benign,192555,0.2962218587,387,5820,-4.464170407,TRUE,FALSE,0,8,1,4,0,1,0,0,0.9919503518,191005,57039,3.348673714,FALSE,84
benign,279,0.146953405,2957,6539,-4.744627462,FALSE,TRUE,0,3,0,0,0,1,0,0,0,0,41,0,FALSE,102
benign,4565,0.2135815991,0,0,-4.386892157,TRUE,FALSE,0,6,0,1,0,5,0,0,0.626286966,2859,975,2.932307692,FALSE,98
benign,3301,0.347167525,0,0,-5.029501911,TRUE,FALSE,0,39,0,0,0,0,0,0,1,3301,1146,2.880453752,FALSE,132
benign,35943,0.2409926829,0,0,-4.361870733,TRUE,FALSE,0,33,45,284,0,55,0,0,0.6925966113,24894,8662,2.873932117,FALSE,160
benign,0,0,0,0,-4.560525756,TRUE,FALSE,0,4,0,0,0,0,0,0,0,0,0,0,FALSE,100
benign,128,0.1640625,0,0,-4.569677916,TRUE,FALSE,0,21,0,0,0,1,0,0,0,0,21,0,FALSE,101
benign,20355,0.259150086,0,0,-4.144516439,TRUE,FALSE,0,1,8,30,0,0,0,0,0.9283714075,18897,5275,3.582369668,FALSE,92
benign,29371,0.2418712335,300,4447,-4.355714281,TRUE,FALSE,0,6,11,281,0,17,0,0,0.6554424432,19251,7104,2.709881757,FALSE,83
benign,172732,0.2509436584,3364,9783,-4.440680963,TRUE,FALSE,0,7,16,95,0,4,0,0,0.5466039877,94416,43346,2.178194066,FALSE,111
benign,71,0.1971830986,304,2982,-3.634844292,TRUE,FALSE,0,78,0,0,0,1,0,0,0,0,14,0,FALSE,238
benign,37,0.1081081081,164,3853,-4.147977876,TRUE,FALSE,0,0,0,0,0,1,0,0,0,0,4,0,FALSE,87
benign,0,0,79,1381,-4.591940615,TRUE,FALSE,0,5,0,0,8,1,0,0,0,0,0,0,FALSE,112
benign,25885,0.2592621209,731,6938,-4.209071952,TRUE,FALSE,0,0,60,326,0,8,0,0,0.6453544524,16705,6711,2.489196841,FALSE,128
benign,3161,0.240113888,2623,10890,-4.508763836,TRUE,FALSE,0,4,1,88,0,9,0,0,0.5416007593,1712,759,2.255599473,FALSE,95
benign,71,0.1971830986,304,2982,-3.573571479,TRUE,FALSE,0,100,0,0,0,1,0,0,0,0,14,0,FALSE,304
benign,21321,0.251817457,0,0,-4.254322479,TRUE,FALSE,0,1,1,30,0,0,0,0,0.936541438,19968,5369,3.719128329,FALSE,122
benign,37,0.1081081081,164,3853,-4.272761715,TRUE,FALSE,0,5,0,0,0,1,0,0,0,0,4,0,FALSE,103
benign,16081,0.2571979355,1594,10092,-4.402950132,TRUE,FALSE,0,6,9,35,0,1,0,0,0.7191716933,11565,4136,2.796179884,FALSE,84
benign,0,0,0,0,-4.932987806,TRUE,FALSE,0,28,0,0,4,0,0,0,0,0,0,0,FALSE,123
